"MP NAME";"WORK";"CATEGORY";"STATE";"CONSTITUENCY";"IDA";"CITY";"WARD";"BLOCK";"VILLAGE";"RECOMMENDED DATE";"ALLOCATION AMOUNT";"IDA APPROVAL";"STATUS";"HOUSE"
"Baburam Nishad (SRS)";"NA - Lighting of public spaces";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE HAMIRPUR_IDA";"Hamirpur";"WARD 3";"";"";"2023-10-13";"243000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Baburam Nishad (SRS)";"NA - Lighting of public spaces";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE HAMIRPUR_IDA";"Hamirpur";"WARD 10";"";"";"2023-10-13";"243000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Baburam Nishad (SRS)";"NA - Lighting of public spaces";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE HAMIRPUR_IDA";"Hamirpur";"WARD 8";"";"";"2023-10-13";"243000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Baburam Nishad (SRS)";"NA - Lighting of public spaces";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE HAMIRPUR_IDA";"Hamirpur";"WARD 7";"";"";"2023-10-13";"243000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Baburam Nishad (SRS)";"NA - Lighting of public spaces";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE HAMIRPUR_IDA";"Hamirpur";"WARD 8";"";"";"2023-10-13";"243000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Baburam Nishad (SRS)";"NA - Lighting of public spaces";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE HAMIRPUR_IDA";"Hamirpur";"WARD 7";"";"";"2023-10-13";"243000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Baburam Nishad (SRS)";"NA - Lighting of public spaces";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE HAMIRPUR_IDA";"Hamirpur";"WARD 6";"";"";"2023-10-13";"243000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Dr Ashok Bajpai";"WS/MP179/2023-2024/36696 - Construction of New Building";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRAE LUCKNOW_IDA";"Mohanlalganj";"Mohanlal Ganj";"";"";"2023-10-13";"2000000";"Approved by IDA";"Unsanctioned";"Rajya Sabha"
"Dr Ashok Bajpai";"NA - Construction of New Building";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRAE LUCKNOW_IDA";"Lucknow";"jay gurudev nagar";"";"";"2023-10-13";"1500000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"Dr Ashok Bajpai";"NA - Construction of public libraries and reading rooms";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE HARDOI_IDA";"";"";"KACHAUNA";"Kahly";"2023-10-13";"2500000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"SHRI Brijlal";"WS/MP196/2023-2024/36619 - Construction of rooms and halls in school and colleges";"Normal/Others";"Uttar Pradesh";"Sitting Rajya Sabha";"DISTRICT MAGISTRATE JAUNPUR_IDA";"";"";"MACHCHALI SHAHAR";"Choraha";"2023-10-13";"2000000";"Approved by IDA";"Sanctioned";"Rajya Sabha"
"Suresh Kumar Kashyap";"WS/MP598/2023-2024/36635 - Construction of foot over bridge (FOB)";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SHIMLA_IDA";"";"";"TOTU";"Dul (373)";"2023-10-13";"200000";"Approved by IDA";"Sanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"NA - Construction of roads, approach roads, link roads and pathways";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SHIMLA_IDA";"";"";"TOTU";"Pahal (162)";"2023-10-13";"100000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"WS/MP598/2023-2024/36637 - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SHIMLA_IDA";"";"";"TOTU";"Fatenchi (7/89)";"2023-10-13";"200000";"Approved by IDA";"Sanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"WS/MP598/2023-2024/36638 - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SHIMLA_IDA";"";"";"TOTU";"Ghech (14/145)";"2023-10-13";"200000";"Approved by IDA";"Sanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"WS/MP598/2023-2024/36639 - Construction of community centers and community halls";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SHIMLA_IDA";"";"";"TOTU";"Ghandal (85)";"2023-10-13";"200000";"Approved by IDA";"Sanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"WS/MP598/2023-2024/36640 - Crematoriums or structures on burial/ cremation ground for public convenience";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SHIMLA_IDA";"";"";"TOTU";"Balahu (13/121)";"2023-10-13";"200000";"Approved by IDA";"Sanctioned";"Lok Sabha"
"Shri V Vijayasai Reddy";"WS/MP030/2023-2024/36628 - Purchase of IT systems, including hardware and software for educational purposes";"Normal/Others";"Andhra Pradesh";"Sitting Rajya Sabha";"DISTRICT COLLECTOR GUNTUR_IDA";"";"";"PEDAKAKANI";"Nambur";"2023-10-13";"880000";"Approved by IDA";"Unsanctioned";"Rajya Sabha"
"Shri V Vijayasai Reddy";"WS/MP030/2023-2024/36630 - Purchase of IT systems, including hardware and software for educational purposes";"Normal/Others";"Andhra Pradesh";"Sitting Rajya Sabha";"DISTRICT COLLECTOR GUNTUR_IDA";"";"";"PEDAKAKANI";"Nambur";"2023-10-13";"1600000";"Approved by IDA";"Unsanctioned";"Rajya Sabha"
"Suresh Kumar Kashyap";"WS/MP598/2023-2024/36642 - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SHIMLA_IDA";"";"";"TOTU";"Galot (11/117)";"2023-10-13";"100000";"Approved by IDA";"Sanctioned";"Lok Sabha"
"Km Shobha Karandlaje ";"NA - Construction of buildings for community cultural activities";"Normal/Others";"Karnataka";"UDUPI CHIKMAGALUR";"DEPUTY COMMISSIONER UDUPI_IDA";"Udupi";"6th Moodabettu";"";"";"2023-10-13";"400000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Smt Ranjanben Dhananjay Bhatt";"NA - Construction of footpaths and pedestrian ways";"Normal/Others";"Gujarat";"VADODARA";"DISTRICT COLLECTOR VADODARA_IDA";"Vadodara";"08";"";"";"2023-10-13";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shri Chandra Prakash Choudhary ";"WS/MP334/2023-2024/36787 - Lighting of public spaces";"Normal/Others";"Jharkhand";"GIRIDIH";"DEPUTY COMMISSIONER BOKARO_IDA";"";"";"PETERWAR";"Bundu";"2023-10-13";"150000";"Approved by IDA";"Unsanctioned";"Lok Sabha"
"Km Shobha Karandlaje ";"NA - Construction of rooms and halls in school and colleges";"Repair and Renovation";"Karnataka";"UDUPI CHIKMAGALUR";"DEPUTY COMMISSIONER UDUPI_IDA";"";"";"UDUPI";"Tenkanidyoor (CT)";"2023-10-13";"400000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Km Shobha Karandlaje ";"NA - Construction of roads, approach roads, link roads and pathways";"Normal/Others";"Karnataka";"UDUPI CHIKMAGALUR";"DEPUTY COMMISSIONER UDUPI_IDA";"";"";"BRAHMAVARA";"Neelavar";"2023-10-13";"900000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Km Shobha Karandlaje ";"NA - Construction of roads, approach roads, link roads and pathways";"Normal/Others";"Karnataka";"UDUPI CHIKMAGALUR";"DEPUTY COMMISSIONER UDUPI_IDA";"";"";"BRAHMAVARA";"Chanthar";"2023-10-13";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Km Shobha Karandlaje ";"NA - Construction of rooms and halls in school and colleges";"Normal/Others";"Karnataka";"UDUPI CHIKMAGALUR";"DEPUTY COMMISSIONER UDUPI_IDA";"Udupi";"Hanumantha Nagara";"";"";"2023-10-13";"300000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Km Shobha Karandlaje ";"NA - Construction of roads, approach roads, link roads and pathways";"Normal/Others";"Karnataka";"UDUPI CHIKMAGALUR";"DEPUTY COMMISSIONER UDUPI_IDA";"";"";"BRAHMAVARA";"Aroor";"2023-10-13";"400000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Ajay Bhatt";"NA - Construction of common work sheds/ common covered sitting area";"Normal/Others";"Uttarakhand";"NAINITAL UDHAM SINGH NAG.";"DISTRICT MAGISTRATE NAINITAL_IDA";"";"";"KOTABAG";"Daun";"2023-10-13";"300000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"NA - Construction of roads, approach roads, link roads and pathways";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SIRMOUR_IDA";"";"";"SHILLAI";"Panog (173)";"2023-10-13";"100000";"Rejected by IDA";"Unsanctioned";"Lok Sabha"
"SHRI. Prashanta Nanda";"NA - Lighting of public spaces";"Normal/Others";"Odisha";"Sitting Rajya Sabha";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"JAGATSINGHPUR";"Madhusudanpur Sasan";"2023-10-13";"200000";"Action Pending";"Unsanctioned";"Rajya Sabha"
"SHRI. Prashanta Nanda";"WS/MP012/2023-2024/36477 - Lighting of public spaces";"Normal/Others";"Odisha";"Sitting Rajya Sabha";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"JAGATSINGHPUR";"Madhusudanpur Sasan";"2023-10-13";"200000";"Approved by IDA";"Unsanctioned";"Rajya Sabha"
"SHRI. Prashanta Nanda";"WS/MP012/2023-2024/36476 - Lighting of public spaces";"Normal/Others";"Odisha";"Sitting Rajya Sabha";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"JAGATSINGHPUR";"Singarpur";"2023-10-13";"200000";"Approved by IDA";"Unsanctioned";"Rajya Sabha"
"SHRI. Prashanta Nanda";"WS/MP012/2023-2024/36474 - Lighting of public spaces";"Normal/Others";"Odisha";"Sitting Rajya Sabha";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"JAGATSINGHPUR";"Panasapada";"2023-10-13";"200000";"Approved by IDA";"Unsanctioned";"Rajya Sabha"
"SHRI. Prashanta Nanda";"WS/MP012/2023-2024/36473 - Lighting of public spaces";"Normal/Others";"Odisha";"Sitting Rajya Sabha";"DISTRICT COLLECTOR JAGATSINGHPUR_IDA";"";"";"JAGATSINGHPUR";"Piteipur";"2023-10-13";"150000";"Approved by IDA";"Unsanctioned";"Rajya Sabha"
"Smt Ranjanben Dhananjay Bhatt";"NA - Construction of footpaths and pedestrian ways";"Normal/Others";"Gujarat";"VADODARA";"DISTRICT COLLECTOR VADODARA_IDA";"Vadodara";"08";"";"";"2023-10-13";"450000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Chirag Paswan";"NA - Desks and Benches";"Normal/Others";"Bihar";"JAMUI(SC)";"DISTRICT PLANNING OFFICER MUNGER_IDA";"Tarapur";"15";"";"";"2023-10-13";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Chirag Paswan";"NA - Construction of rooms and halls in school and colleges";"Normal/Others";"Bihar";"JAMUI(SC)";"DISTRICT PLANNING OFFICER MUNGER_IDA";"Tarapur";"8";"";"";"2023-10-13";"800000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Chirag Paswan";"NA - PCC Road & Drain";"Normal/Others";"Bihar";"JAMUI(SC)";"DISTRICT PLANNING OFFICER MUNGER_IDA";"Tarapur";"9";"";"";"2023-10-13";"400000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Chirag Paswan";"NA - Stair Ghat";"Normal/Others";"Bihar";"JAMUI(SC)";"DISTRICT PLANNING OFFICER MUNGER_IDA";"Tarapur";"16";"";"";"2023-10-13";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Km Shobha Karandlaje ";"NA - Installing community drinking water plants";"Normal/Others";"Karnataka";"UDUPI CHIKMAGALUR";"DEPUTY COMMISSIONER UDUPI_IDA";"Udupi";"Udupi";"";"";"2023-10-13";"150000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Km Shobha Karandlaje ";"NA - Construction of roads, approach roads, link roads and pathways";"Normal/Others";"Karnataka";"UDUPI CHIKMAGALUR";"DEPUTY COMMISSIONER UDUPI_IDA";"";"";"BRAHMAVARA";"Varamballi (CT)";"2023-10-13";"400000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Km Shobha Karandlaje ";"WS/MP338/2023-2024/36703 - Crematoriums or structures on burial/ cremation ground for public convenience";"Normal/Others";"Karnataka";"UDUPI CHIKMAGALUR";"DEPUTY COMMISSIONER UDUPI_IDA";"";"";"BRAHMAVARA";"38 Kalthur";"2023-10-13";"300000";"Approved by IDA";"Unsanctioned";"Lok Sabha"
"Manish Tewari";"WS/MP711/2023-2024/36501 - Construction of roads, approach roads, link roads and pathways";"Normal/Others";"Punjab";"ANANDPUR SAHIB";"DEPUTY COMMISSIONER HOSHIARPUR_IDA";"";"";"MAHILPUR";"Mehngerwal (295)";"2023-10-13";"250000";"Approved by IDA";"Unsanctioned";"Lok Sabha"
"Ajay Bhatt";"WS/MP021/2023-2024/36486 - Construction of common work sheds/ common covered sitting area";"Normal/Others";"Uttarakhand";"NAINITAL UDHAM SINGH NAG.";"DISTRICT MAGISTRATE NAINITAL_IDA";"";"";"OKHALKANDA";"Digoli";"2023-10-13";"200000";"Approved by IDA";"Unsanctioned";"Lok Sabha"
"Ajay Bhatt";"WS/MP021/2023-2024/36487 - Construction of common work sheds/ common covered sitting area";"Normal/Others";"Uttarakhand";"NAINITAL UDHAM SINGH NAG.";"DISTRICT MAGISTRATE NAINITAL_IDA";"";"";"HALDWANI";"Lakhan Mandi";"2023-10-13";"200000";"Approved by IDA";"Unsanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"NA - Crematoriums or structures on burial/ cremation ground for public convenience";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SHIMLA_IDA";"";"";"TOTU";"Thari (392)";"2023-10-13";"150000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"WS/MP598/2023-2024/36634 - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SHIMLA_IDA";"";"";"TOTU";"Neri (3/35)";"2023-10-13";"100000";"Approved by IDA";"Sanctioned";"Lok Sabha"
"Ajay Bhatt";"WS/MP021/2023-2024/36488 - Common work sheds for artisans";"Normal/Others";"Uttarakhand";"NAINITAL UDHAM SINGH NAG.";"DISTRICT MAGISTRATE NAINITAL_IDA";"";"";"HALDWANI";"Sundarpur Rekwal";"2023-10-13";"100000";"Approved by IDA";"Unsanctioned";"Lok Sabha"
"Ajay Bhatt";"NA - Construction of common work sheds/ common covered sitting area";"Normal/Others";"Uttarakhand";"NAINITAL UDHAM SINGH NAG.";"DISTRICT MAGISTRATE NAINITAL_IDA";"";"";"BHIMTAL";"Khamari";"2023-10-13";"100000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Ajay Bhatt";"NA - Construction of common work sheds/ common covered sitting area";"Normal/Others";"Uttarakhand";"NAINITAL UDHAM SINGH NAG.";"DISTRICT MAGISTRATE NAINITAL_IDA";"Bhimtal";"1";"";"";"2023-10-13";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Ajay Bhatt";"NA - Construction of roads, approach roads, link roads and pathways";"Normal/Others";"Uttarakhand";"NAINITAL UDHAM SINGH NAG.";"DISTRICT MAGISTRATE NAINITAL_IDA";"";"";"OKHALKANDA";"Tanda";"2023-10-13";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"NA - Construction of roads, approach roads, link roads and pathways";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SHIMLA_IDA";"";"";"TOTU";"Rangol (14/157)";"2023-10-13";"100000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"WS/MP598/2023-2024/36633 - Construction of community centers and community halls";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SHIMLA_IDA";"";"";"TOTU";"Shogi (95)";"2023-10-13";"200000";"Approved by IDA";"Sanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"NA - Construction of Footpaths/Pedestrian ways";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SHIMLA_IDA";"";"";"BASANTPUR";"Tamroru (117)";"2023-10-13";"100000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"NA - Construction of community centers and community halls";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SHIMLA_IDA";"";"";"BASANTPUR";"Nin (137)";"2023-10-13";"100000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"NA - Construction of roads, approach roads, link roads and pathways";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SIRMOUR_IDA";"";"";"SHILLAI";"Kinu Kulah (172)";"2023-10-13";"200000";"Rejected by IDA";"Unsanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"WS/MP598/2023-2024/36692 - Construction of roads, approach roads, link roads and pathways";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SIRMOUR_IDA";"";"";"SHILLAI";"Ashyari (220)";"2023-10-13";"200000";"Approved by IDA";"Unsanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"WS/MP598/2023-2024/36691 - Construction of water tanks";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SIRMOUR_IDA";"";"";"SHILLAI";"Borar (177)";"2023-10-13";"100000";"Approved by IDA";"Unsanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"NA - Construction of roads, approach roads, link roads and pathways";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SHIMLA_IDA";"";"";"BASANTPUR";"Khatnol (78)";"2023-10-13";"50000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"NA - Construction of community centers and community halls";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SHIMLA_IDA";"";"";"BASANTPUR";"Chanawag (232)";"2023-10-13";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"NA - Construction of community centers and community halls";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SHIMLA_IDA";"";"";"BASANTPUR";"Mandhor (214)";"2023-10-13";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"WS/MP598/2023-2024/36644 - Construction of roads, link roads, pathways or any other road with or without drainage system";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SHIMLA_IDA";"";"";"TOTU";"Badua (67)";"2023-10-13";"200000";"Approved by IDA";"Sanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"WS/MP598/2023-2024/36643 - Construction of culverts and bridges";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SHIMLA_IDA";"";"";"TOTU";"Sharog (5/68)";"2023-10-13";"200000";"Approved by IDA";"Sanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"NA - Construction of community centers and community halls";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SHIMLA_IDA";"";"";"BASANTPUR";"Bhargan (198)";"2023-10-13";"100000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"NA - Construction of community centers and community halls";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SHIMLA_IDA";"";"";"BASANTPUR";"Talah (43)";"2023-10-13";"100000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"NA - Construction of roads, approach roads, link roads and pathways";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SHIMLA_IDA";"";"";"BASANTPUR";"Khatnol (78)";"2023-10-13";"100000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"NA - Construction of water tanks";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SHIMLA_IDA";"";"";"BASANTPUR";"Bag (62)";"2023-10-13";"150000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"NA - Construction of roads, approach roads, link roads and pathways";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SHIMLA_IDA";"";"";"BASANTPUR";"Sohal (223)";"2023-10-13";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"NA - Construction of public libraries and reading rooms";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SIRMOUR_IDA";"";"";"SHILLAI";"Shillai (240)";"2023-10-13";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Annasaheb Shankar Jolle";"NA - Construction of community centers and community halls";"Normal/Others";"Karnataka";"CHIKKODI";"DEPUTY COMMISSIONER BELAGAVI_IDA";"";"";"RAYBAG";"Alakhanur";"2023-10-13";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Km Shobha Karandlaje ";"NA - Construction of roads, approach roads, link roads and pathways";"Normal/Others";"Karnataka";"UDUPI CHIKMAGALUR";"DEPUTY COMMISSIONER UDUPI_IDA";"Udupi";"Subrahmanya Nagara";"";"";"2023-10-13";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"NA - Construction of public libraries and reading rooms";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SHIMLA_IDA";"";"";"BASANTPUR";"Ogli (30)";"2023-10-13";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"NA - Construction of roads, approach roads, link roads and pathways";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SHIMLA_IDA";"";"";"BASANTPUR";"Padain (103)";"2023-10-13";"200000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Suresh Kumar Kashyap";"NA - Construction of roads, approach roads, link roads and pathways";"Normal/Others";"Himachal Pradesh";"SHIMLA (SC)";"DEPUTY COMMISSIONER SOLAN_IDA";"";"";"NALAGARH";"Lag (129)";"2023-10-12";"150000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Km Shobha Karandlaje ";"NA - Providing drains and gutters for public drainage";"Normal/Others";"Karnataka";"UDUPI CHIKMAGALUR";"DEPUTY COMMISSIONER UDUPI_IDA";"Udupi";"Bannanje";"";"";"2023-10-12";"500000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shri Rajendra Agrawal ";"WS/MP486/2023-2024/36029 - Construction of cycle tracks and segregated non-motorized vehicle (NMV) lanes";"Normal/Others";"Uttar Pradesh";"MEERUT";"DISTRICT MAGISTRATE MEERUT_IDA";"Meerut";"5";"";"";"2023-10-12";"8739000";"Approved by IDA";"Unsanctioned";"Lok Sabha"
"Shri Rajendra Agrawal ";"NA - Construction of cycle tracks and segregated non-motorized vehicle (NMV) lanes";"Normal/Others";"Uttar Pradesh";"MEERUT";"DISTRICT MAGISTRATE MEERUT_IDA";"Meerut";"10";"";"";"2023-10-12";"1098080";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shri Rajendra Agrawal ";"NA - Street lights";"Normal/Others";"Uttar Pradesh";"MEERUT";"DISTRICT MAGISTRATE MEERUT_IDA";"Meerut";"11";"";"";"2023-10-12";"182117";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shri Chandra Prakash Choudhary ";"WS/MP334/2023-2024/35975 - Construction of bus-sheds or bus-stops";"Normal/Others";"Jharkhand";"GIRIDIH";"DEPUTY COMMISSIONER BOKARO_IDA";"";"";"JARIDIH";"Araldih";"2023-10-12";"350000";"Approved by IDA";"Sanctioned";"Lok Sabha"
"Suresh Pujari";"WS/MP705/2023-2024/36022 - Construction of community centers and community halls";"Normal/Others";"Odisha";"BARGARH";"DISTRICT COLLECTOR BARAGARH_IDA";"";"";"AMBABHONA";"Babebira";"2023-10-12";"300000";"Approved by IDA";"Unsanctioned";"Lok Sabha"
"Suresh Pujari";"WS/MP705/2023-2024/36023 - Construction of community centers and community halls";"Normal/Others";"Odisha";"BARGARH";"DISTRICT COLLECTOR BARAGARH_IDA";"";"";"AMBABHONA";"Chakramal";"2023-10-12";"300000";"Approved by IDA";"Unsanctioned";"Lok Sabha"
"Suresh Pujari";"WS/MP705/2023-2024/36024 - Construction of community centers and community halls";"Normal/Others";"Odisha";"BARGARH";"DISTRICT COLLECTOR BARAGARH_IDA";"";"";"BIJEPUR";"Pada";"2023-10-12";"200000";"Approved by IDA";"Unsanctioned";"Lok Sabha"
"Suresh Pujari";"WS/MP705/2023-2024/36075 - Construction of community centers and community halls";"Normal/Others";"Odisha";"BARGARH";"DISTRICT COLLECTOR BARAGARH_IDA";"";"";"AMBABHONA";"Launsara";"2023-10-12";"150000";"Approved by IDA";"Unsanctioned";"Lok Sabha"
"Shri Chandra Prakash Choudhary ";"NA - Construction of public toilets and bathrooms";"Normal/Others";"Jharkhand";"GIRIDIH";"Deputy Commissioner Giridh_IDA";"Giridih Municipal Corporation";"25";"";"";"2023-10-12";"300000";"Action Pending";"Unsanctioned";"Lok Sabha"
"Shri Chandra Prakash Choudhary ";"WS/MP334/2023-2024/35973 - Construction of bus-sheds or bus-stops";"Normal/Others";"Jharkhand";"GIRIDIH";"DEPUTY COMMISSIONER BOKARO_IDA";"";"";"JARIDIH";"Beldih";"2023-10-12";"350000";"Approved by IDA";"Sanctioned";"Lok Sabha"
"Shri Chandra Prakash Choudhary ";"WS/MP334/2023-2024/35974 - Crematoriums or structures on burial/ cremation ground for public convenience";"Normal/Others";"Jharkhand";"GIRIDIH";"DEPUTY COMMISSIONER BOKARO_IDA";"";"";"JARIDIH";"Beldih";"2023-10-12";"250000";"Approved by IDA";"Sanctioned";"Lok Sabha"
"Smt Harsimrat Kaur Badal";"WS/MP716/2023-2024/36176 - Construction of roads, approach roads, link roads and pathways";"Normal/Others";"Punjab";"BHATINDA";"Deputy Commissioner Shri Muktsar Sahib_IDA";"";"";"LAMBI";"Mehna (10)";"2023-10-12";"1300000";"Approved by IDA";"Sanctioned";"Lok Sabha"
